"Age","Vehicle_Use","Severity","Claim_Count","Car_Model","Group","Exposure"
"B","Business",358.001519015104,45.0884499832522,"Hyundai Sonata","Midsize Cars",16141.7335840408
"G","DriveShort",198.613851276986,863.916050092946,"Mazda CX-9","Midsize SUVs",171585.693888962
"G","Pleasure",206.256553033538,264.560152003611,"Ford Explorer","Midsize SUVs",54567.2650222936
"G","Business",333.388028963305,161.822289799154,"Subaru Legacy","Midsize Cars",53949.6142384686
"C","DriveShort",245.156473790235,335.159681359073,"Subaru Legacy","Midsize Cars",82166.5656386491
"A","DriveShort",281.47353668794,39.7100877291523,"Hyundai Sonata","Midsize Cars",11177.3388353129
"A","DriveShort",269.536840905186,39.8583609145135,"Hyundai Sonata","Midsize Cars",10743.2966845567
"G","DriveShort",203.62907350702,862.010115110327,"Mazda CX-9","Midsize SUVs",175530.321093595
"B","Pleasure",215.764629603057,63.4035433915677,"Mazda CX-9","Midsize SUVs",13680.242055403
"C","DriveShort",248.823609152533,338.193564744154,"Subaru Legacy","Midsize Cars",84150.5433718013
"A","DriveShort",273.415547598843,40.6919190869667,"Hyundai Sonata","Midsize Cars",11125.8033400108
"E","Business",255.202121418104,163.602587649087,"Hyundai Sonata","Midsize Cars",41751.7274375382
"B","DriveShort",299.035717340505,173.231777873158,"Hyundai Sonata","Midsize Cars",51802.4889624709
"H","DriveLong",262.243317101795,318.477303942293,"Ford Explorer","Midsize SUVs",83518.5446074635
"A","Business",817.097473191195,4.94678669859422,"Rivian R1T","Large Pickups",4042.00691183715
"E","Business",256.400282083878,163.419219257473,"Hyundai Sonata","Midsize Cars",41900.7339155432
"H","Pleasure",191.927559614182,266.280719118658,"Mazda CX-9","Midsize SUVs",51106.6085927534
"C","DriveShort",245.98197587203,345.125198905391,"Subaru Legacy","Midsize Cars",84894.5783499757
"E","Business",251.85371637855,169.766865824489,"Hyundai Sonata","Midsize Cars",42756.4160758362
"B","Business",359.199904769047,43.266136484826,"Hyundai Sonata","Midsize Cars",15541.1921050741
"F","Pleasure",206.434245428834,242.529339093075,"Ford Explorer","Midsize SUVs",50066.3611100326
"E","DriveShort",200.311156615944,476.815976485086,"Mazda CX-9","Midsize SUVs",95511.5597426886
"D","Business",367.015046069629,165.196299001307,"Hyundai Sonata","Midsize Cars",60629.5272884968
"H","DriveLong",258.161239845385,314.369104411919,"Ford Explorer","Midsize SUVs",81157.9177640642
"A","DriveShort",273.773333536829,39.4458312923089,"Hyundai Sonata","Midsize Cars",10799.2167270267
"C","Business",337.622339919867,126.783513197594,"Subaru Legacy","Midsize Cars",42804.946389033
"D","Business",359.296322619803,170.867407339637,"Hyundai Sonata","Midsize Cars",61392.0311127114
"E","Business",260.803991402417,167.859956891742,"Hyundai Sonata","Midsize Cars",43778.5467540039
"D","DriveShort",229.179573266633,442.709026890993,"Mazda CX-9","Midsize SUVs",101459.865864164
"A","Pleasure",250.948081765729,21.0909740502597,"Mazda CX-9","Midsize SUVs",5292.73948048343
"E","Pleasure",154.518157619823,153.160125823959,"Mazda CX-9","Midsize SUVs",23666.0204631385
"F","Business",347.55058262611,302.111721989512,"Subaru Legacy","Midsize Cars",104999.104995632
"E","DriveShort",201.867545995713,470.78227662791,"Mazda CX-9","Midsize SUVs",95035.6628811513
"C","Pleasure",253.361639458358,140.678666771855,"Ford Explorer","Midsize SUVs",35642.5776501333
"B","DriveShort",291.556303318616,167.634320449596,"Hyundai Sonata","Midsize Cars",48874.8427796125
"H","Business",344.925240671478,96.1435702934861,"Subaru Legacy","Midsize Cars",33162.3441224958
"B","Business",366.580798899302,44.5103925820906,"Hyundai Sonata","Midsize Cars",16316.6552720643
"B","Business",361.239053569447,43.341215092456,"Hyundai Sonata","Midsize Cars",15656.5395205486
"G","Pleasure",210.656405741658,266.539880618616,"Ford Explorer","Midsize SUVs",56148.3332379282
"C","DriveShort",250.495616891543,335.817531530675,"Subaru Legacy","Midsize Cars",84120.8197237719
"E","DriveShort",202.76424110268,475.823151090008,"Mazda CX-9","Midsize SUVs",96479.9201298513
"G","DriveShort",199.451272483128,860.815114041069,"Mazda CX-9","Midsize SUVs",171690.6698682
"D","Business",371.918195212893,168.545909379958,"Hyundai Sonata","Midsize Cars",62685.2904271099
"H","DriveShort",195.556399462749,568.102199840033,"Ford Explorer","Midsize SUVs",111096.020727584
"H","Business",335.856711868908,95.2748229850084,"Subaru Legacy","Midsize Cars",31998.6887716372
"E","DriveLong",234.146850547367,380.732388800487,"Mazda CX-9","Midsize SUVs",89147.2897390098
"B","Business",367.411897710711,42.9598541039508,"Hyundai Sonata","Midsize Cars",15783.9615217078
"H","Business",336.040902465269,93.8384089272469,"Subaru Legacy","Midsize Cars",31533.543621817
"C","DriveLong",297.399167077515,311.341391170607,"Ford Explorer","Midsize SUVs",92592.6704108932
"D","DriveLong",291.962367766511,355.15967196502,"Ford Explorer","Midsize SUVs",103693.258762085
"B","DriveLong",298.031624763817,93.2127501006238,"Ford Explorer","Midsize SUVs",27780.3473611925
"G","Business",341.696076026634,162.868575895694,"Subaru Legacy","Midsize Cars",55651.5532916047
"A","DriveLong",250.070100485979,23.2738287507906,"Toyota RAV4","Small SUVs",5820.08869440366
"G","Business",335.121594212062,164.85171103715,"Subaru Legacy","Midsize Cars",55245.3682113557
"E","DriveShort",200.525205935747,490.898103497992,"Mazda CX-9","Midsize SUVs",98437.4432974025
"E","DriveLong",237.382422491752,382.280373950244,"Mazda CX-9","Midsize SUVs",90746.641239362
"H","Pleasure",195.355745977163,254.384108038153,"Mazda CX-9","Midsize SUVs",49695.3971905288
"E","DriveShort",196.966971205168,470.857133555808,"Mazda CX-9","Midsize SUVs",92743.3034668349
"G","Pleasure",202.612803495827,263.986757768132,"Ford Explorer","Midsize SUVs",53487.0970771749
"E","DriveShort",199.93092286764,475.142791830038,"Mazda CX-9","Midsize SUVs",94995.7368644866
"A","Pleasure",248.505098231201,20.9838554269052,"Mazda CX-9","Midsize SUVs",5214.5950541324
"E","DriveLong",242.725672287947,387.914058480144,"Mazda CX-9","Midsize SUVs",94156.7006345389
"H","DriveLong",260.62995122177,315.332254024129,"Ford Explorer","Midsize SUVs",82185.0299849595
"H","DriveShort",192.646658695503,583.722475385736,"Ford Explorer","Midsize SUVs",112452.18448853
"A","Business",780.316240452672,4.91140436963178,"Rivian R1T","Large Pickups",3832.4485930539
"C","DriveShort",243.793215658104,347.876960418164,"Subaru Legacy","Midsize Cars",84810.0428337111
"E","DriveLong",242.210397589051,382.644546329859,"Mazda CX-9","Midsize SUVs",92680.487701837
"B","DriveShort",297.300933620536,173.911661121959,"Hyundai Sonata","Midsize Cars",51704.0992190568
"H","Business",350.603752467599,94.625745144859,"Subaru Legacy","Midsize Cars",33176.1413278303
"F","Pleasure",210.713041730309,246.80181661516,"Ford Explorer","Midsize SUVs",52004.3614835463
"A","Business",788.578376901781,5.00024855457013,"Rivian R1T","Large Pickups",3943.08788926839
"B","Business",369.325922815134,44.8060070960782,"Hyundai Sonata","Midsize Cars",16548.0199184205
"E","Business",258.114675753649,162.316704445006,"Hyundai Sonata","Midsize Cars",41896.3235372237
"D","Business",376.573370941953,166.171138478536,"Hyundai Sonata","Midsize Cars",62575.6257701245
"B","DriveLong",292.39044217558,90.5409556143917,"Ford Explorer","Midsize SUVs",26473.3100470916
"A","Pleasure",254.091962545579,21.1236649307306,"Mazda CX-9","Midsize SUVs",5367.35347840456
"D","Business",376.265094581139,166.657756132912,"Hyundai Sonata","Midsize Cars",62707.4963740304
"A","DriveShort",278.201480491263,39.7342464164831,"Hyundai Sonata","Midsize Cars",11054.1261792702
"B","Business",367.228126781163,44.3408929056022,"Hyundai Sonata","Midsize Cars",16283.2230415285
"D","Pleasure",234.573452453812,123.491628364369,"Mazda CX-9","Midsize SUVs",28967.857614573
"A","DriveLong",242.40479331219,23.4339765923098,"Toyota RAV4","Small SUVs",5680.50825234155
"D","Business",365.287137548379,172.443209437525,"Hyundai Sonata","Midsize Cars",62991.2863650892
"D","Pleasure",225.403846329146,121.074347107136,"Mazda CX-9","Midsize SUVs",27290.6235297385
"H","Business",341.133065749395,96.9254243731499,"Subaru Legacy","Midsize Cars",33064.4671654737
"C","Business",340.989045905668,126.950595837494,"Subaru Legacy","Midsize Cars",43288.7625517831
"B","Pleasure",214.778232294653,62.2580683943932,"Mazda CX-9","Midsize SUVs",13371.6778758274
"A","Business",794.281382529351,4.99450854427414,"Rivian R1T","Large Pickups",3967.04515160072
"G","Pleasure",203.18810412808,264.179383252538,"Ford Explorer","Midsize SUVs",53678.1080328085
"D","Business",370.314679102913,167.810268248746,"Hyundai Sonata","Midsize Cars",62142.605636708
"G","DriveLong",247.710535900499,495.70204954315,"Ford Explorer","Midsize SUVs",122790.620339309
"E","DriveLong",234.093303041296,381.312307656684,"Mazda CX-9","Midsize SUVs",89262.6575896521
"C","Business",350.261903048104,128.769202327263,"Subaru Legacy","Midsize Cars",45102.9458611334
"H","DriveShort",196.413996215503,571.539445164381,"Ford Explorer","Midsize SUVs",112258.346419527
"D","Business",363.466575079282,167.383341573447,"Hyundai Sonata","Midsize Cars",60838.2498870263
"A","Pleasure",244.251844409646,20.7998186991317,"Mazda CX-9","Midsize SUVs",5080.39408064918
"E","Business",253.949190380256,168.371269055339,"Hyundai Sonata","Midsize Cars",42757.7474598997
"G","Pleasure",211.561557471218,263.400304629258,"Ford Explorer","Midsize SUVs",55725.3786857591
"E","Pleasure",151.011269388972,149.573824133049,"Mazda CX-9","Midsize SUVs",22587.3330496945
"D","Business",365.316288359312,168.459129765001,"Hyundai Sonata","Midsize Cars",61540.86402599
"B","DriveShort",299.455166909092,173.233649003645,"Hyundai Sonata","Midsize Cars",51875.7112766576
"B","Pleasure",213.651483686504,63.0410360174021,"Mazda CX-9","Midsize SUVs",13468.8108782523
"A","DriveShort",277.840868654574,40.5289244265296,"Hyundai Sonata","Midsize Cars",11260.5915683026
"B","DriveLong",302.794898575126,93.110197829036,"Ford Explorer","Midsize SUVs",28193.2929079528
"H","Business",341.031290845414,95.1919746033847,"Subaru Legacy","Midsize Cars",32463.4419771161
"H","DriveLong",256.215956381847,313.249548390135,"Ford Explorer","Midsize SUVs",80259.5326269601
"G","DriveLong",253.704391116469,514.663046804164,"Ford Explorer","Midsize SUVs",130572.274919597
"D","DriveShort",226.214551494218,451.748468590528,"Mazda CX-9","Midsize SUVs",102192.077210406
"G","DriveLong",257.805986511531,504.270646687131,"Ford Explorer","Midsize SUVs",130003.991537984
"G","Pleasure",205.12727598413,261.630851767329,"Ford Explorer","Midsize SUVs",53667.6239364397
"D","DriveLong",293.806880276822,356.612706898572,"Ford Explorer","Midsize SUVs",104775.266880942
"D","Business",360.049881672553,168.778323868732,"Hyundai Sonata","Midsize Cars",60768.6155378289
"H","DriveShort",194.241850846358,578.856991622457,"Ford Explorer","Midsize SUVs",112438.253428101
"B","DriveLong",303.268242559124,92.2752873911057,"Ford Explorer","Midsize SUVs",27984.1642387387
"G","Business",340.148516218113,159.25290077473,"Subaru Legacy","Midsize Cars",54169.6379019549
"A","Business",795.944455247477,4.90340077760629,"Rivian R1T","Large Pickups",3902.8346607919
"H","Business",337.437919626132,97.1638780340552,"Subaru Legacy","Midsize Cars",32786.7768666188
"A","Business",788.211825699429,4.9313238543109,"Rivian R1T","Large Pickups",3886.92777832154
"C","DriveShort",249.064293965451,337.603729355056,"Subaru Legacy","Midsize Cars",84085.0344919203
"C","DriveShort",251.361087294529,339.753070716898,"Subaru Legacy","Midsize Cars",85400.7012670544
"A","Pleasure",246.53008774334,21.422092913487,"Mazda CX-9","Midsize SUVs",5281.19044560793
"G","Pleasure",204.304888867334,266.138230711641,"Ford Explorer","Midsize SUVs",54373.3416488906
"D","DriveShort",233.259001265846,437.226273545623,"Mazda CX-9","Midsize SUVs",101986.96389444
"H","Pleasure",188.483359401673,253.659333662596,"Mazda CX-9","Midsize SUVs",47810.5633523159
"A","Business",778.11228625501,4.90824254450854,"Rivian R1T","Large Pickups",3819.16382780165
"B","Business",358.110780778963,44.899523195345,"Hyundai Sonata","Midsize Cars",16079.0033080881
"C","DriveLong",300.2221038225,315.894065180956,"Ford Explorer","Midsize SUVs",94838.3808336687
"B","DriveShort",298.718440786523,172.07681480163,"Hyundai Sonata","Midsize Cars",51402.5178130543
"E","Pleasure",152.181850149794,149.050181526644,"Mazda CX-9","Midsize SUVs",22682.7323898874
"C","Business",337.043538058879,130.461009372433,"Subaru Legacy","Midsize Cars",43971.0401776175
"F","DriveLong",241.684684741135,733.775487736019,"Ford Explorer","Midsize SUVs",177342.297424252
"H","Pleasure",194.342063489556,262.396766258636,"Mazda CX-9","Midsize SUVs",50994.7290076902
"A","Pleasure",249.319183129977,20.9747035929118,"Mazda CX-9","Midsize SUVs",5229.39596617818
"A","DriveLong",239.689203964167,23.0978854921414,"Toyota RAV4","Small SUVs",5536.31378686684
"B","DriveShort",301.362636043427,172.185303143773,"Hyundai Sonata","Midsize Cars",51890.216843344
"F","Business",354.29745823723,296.485457266122,"Subaru Legacy","Midsize Cars",105044.04391369
"G","Business",343.124121300389,164.108685780619,"Subaru Legacy","Midsize Cars",56309.6486062366
"A","DriveShort",278.269501825761,40.0369808985852,"Hyundai Sonata","Midsize Cars",11141.0707292568
"B","Business",364.001414438609,44.1336560287978,"Hyundai Sonata","Midsize Cars",16064.7132188295
"H","DriveLong",254.458467910846,311.683091156278,"Ford Explorer","Midsize SUVs",79310.4018493431
"A","DriveShort",277.497748326281,40.6634528823197,"Hyundai Sonata","Midsize Cars",11284.0166140155
"D","DriveShort",223.000334731869,437.586507466435,"Mazda CX-9","Midsize SUVs",97581.9376391648
"E","Business",262.322015944153,167.410408000997,"Hyundai Sonata","Midsize Cars",43915.4357168547
"E","Pleasure",157.088712964211,153.150170314638,"Mazda CX-9","Midsize SUVs",24058.1631449762
"H","Business",348.115558255206,97.2358956109732,"Subaru Legacy","Midsize Cars",33849.3280830589
"B","DriveShort",294.857356651095,167.323845132545,"Hyundai Sonata","Midsize Cars",49336.6666804794
"A","Business",800.905871318302,4.89215964305913,"Rivian R1T","Large Pickups",3918.1593815525
"F","Business",349.735121504251,301.934248425066,"Subaru Legacy","Midsize Cars",105597.011059235
"B","DriveLong",305.036098527453,90.2980675305705,"Ford Explorer","Midsize SUVs",27544.1702240937
"G","DriveShort",206.236178543451,839.910571144777,"Mazda CX-9","Midsize SUVs",173219.946511146
"H","DriveLong",262.649247487326,304.402697795257,"Ford Explorer","Midsize SUVs",79951.1395090362
"H","Pleasure",194.793825497478,257.467380349059,"Mazda CX-9","Midsize SUVs",50153.0559590074
"G","DriveShort",205.124958142842,854.706231645378,"Mazda CX-9","Midsize SUVs",175321.579990685
"E","DriveShort",199.909872089893,487.308090237342,"Mazda CX-9","Midsize SUVs",97417.6979877172
"F","Pleasure",212.693378995529,250.192692204844,"Ford Explorer","Midsize SUVs",53214.3291050367
"E","DriveShort",197.188710262971,478.61333911632,"Mazda CX-9","Midsize SUVs",94377.1470550012
"E","Business",257.029811705352,163.210681792861,"Hyundai Sonata","Midsize Cars",41950.0108095212
"D","Business",364.124371846751,167.924279613572,"Hyundai Sonata","Midsize Cars",61145.3228321099
"F","Business",357.176785887762,305.879376235232,"Subaru Legacy","Midsize Cars",109253.012473053
"A","Pleasure",252.015833987231,21.4256068543531,"Mazda CX-9","Midsize SUVs",5399.59218008234
"B","DriveShort",296.985436927294,172.456728722923,"Hyundai Sonata","Midsize Cars",51217.1369308293
"B","Business",368.83195425106,44.9224199093878,"Hyundai Sonata","Midsize Cars",16568.8239248662
"A","DriveLong",245.127306130208,23.1084031193284,"Toyota RAV4","Small SUVs",5664.50060561187
"B","DriveShort",303.874870619753,169.935161639855,"Hyundai Sonata","Midsize Cars",51639.0252570577
"G","DriveLong",253.830506913291,501.180621442292,"Ford Explorer","Midsize SUVs",127214.931195815
"F","DriveShort",204.313928042427,956.845362668973,"Mazda CX-9","Midsize SUVs",195496.834576078
"D","Business",363.072033126337,167.041629630048,"Hyundai Sonata","Midsize Cars",60648.1440865181
"A","DriveShort",271.878053798119,40.3742564939894,"Hyundai Sonata","Midsize Cars",10976.8742791319
"D","DriveShort",233.952748386428,442.671891168505,"Mazda CX-9","Midsize SUVs",103564.305572289
"G","DriveLong",259.876007950458,508.595887265727,"Ford Explorer","Midsize SUVs",132171.868842638
"B","DriveShort",295.436568965397,171.059529234061,"Hyundai Sonata","Midsize Cars",50537.2404057472
"F","DriveLong",237.297898846095,732.770049564226,"Ford Explorer","Midsize SUVs",173884.79309894
"F","Pleasure",207.140329557936,249.938434801996,"Ford Explorer","Midsize SUVs",51772.3297540801
"A","Pleasure",256.597461313702,20.6173488849658,"Mazda CX-9","Midsize SUVs",5290.3593829011
"F","DriveShort",206.930202147122,956.116443583625,"Mazda CX-9","Midsize SUVs",197849.368946947
"A","Business",798.540270223261,4.99880037928233,"Rivian R1T","Large Pickups",3991.74340566425
"G","DriveLong",253.525675671136,502.771195272356,"Ford Explorer","Midsize SUVs",127465.406989409
"C","DriveLong",296.248166702654,320.832882012846,"Ford Explorer","Midsize SUVs",95046.1531142345
"D","DriveLong",299.433283990416,361.71364867487,"Ford Explorer","Midsize SUVs",108309.105686872
"H","DriveShort",200.477269975797,569.445462023257,"Ford Explorer","Midsize SUVs",114160.871626529
"H","DriveShort",194.089943084493,586.255245541595,"Ford Explorer","Midsize SUVs",113786.247240154
"A","DriveShort",279.553219441553,39.1937934537418,"Hyundai Sonata","Midsize Cars",10956.7511421208
